TaskID,Input1,Output1_1,Output1_2,Output2_1,Output2_2
0,0.5511811,-0.2146335,-0.387659,-0.5632031,-0.8263185
0,0.5590551,-0.21769334,-0.37808362,-0.57323766,-0.81938916
0,0.56692916,-0.22111042,-0.36733133,-0.5834451,-0.8121526
0,0.5748032,-0.21841167,-0.35842243,-0.5939095,-0.8045319
0,0.5826772,-0.21926586,-0.34308672,-0.604993,-0.7962308
0,0.5905512,-0.22047007,-0.32831168,-0.616778,-0.78713715
0,0.5984252,-0.2283356,-0.32586545,-0.6293191,-0.777147
0,0.6062992,-0.23271918,-0.3143131,-0.6425963,-0.7662049
0,0.61417323,-0.23635963,-0.30820268,-0.65639836,-0.75441444
0,0.62204725,-0.24696599,-0.29836848,-0.6707515,-0.7416821
0,0.62992126,-0.24984348,-0.29314497,-0.68537253,-0.72819257
0,0.63779527,-0.25673363,-0.29230365,-0.700212,-0.71393496
0,0.6456693,-0.26998907,-0.28434676,-0.7151971,-0.6989229
0,0.6535433,-0.27461782,-0.2769871,-0.72997487,-0.683474
0,0.6614173,-0.27903688,-0.27179703,-0.7443606,-0.66777784
0,0.6692913,-0.27763098,-0.2652402,-0.757932,-0.65233356
0,0.6771653,-0.27571043,-0.2586719,-0.77032554,-0.63765085
0,0.68503934,-0.27442217,-0.25749943,-0.7812911,-0.6241668
0,0.6929134,-0.26963553,-0.24877807,-0.79046255,-0.6125104
0,0.7007874,-0.26897317,-0.25941867,-0.79759866,-0.6031885
0,0.70866144,-0.27001065,-0.27095768,-0.8025149,-0.59663206
0,0.71653545,-0.2754407,-0.27043623,-0.8054256,-0.5926969
0,0.72440946,-0.27604786,-0.27916798,-0.8068071,-0.590815
0,0.7322835,-0.26949623,-0.28157946,-0.80713934,-0.59036094
0,0.7401575,-0.26417825,-0.2791163,-0.80685663,-0.5907473
0,0.7480315,-0.25880387,-0.27284434,-0.80655646,-0.5911571
0,0.7559055,-0.2647592,-0.2723313,-0.80690616,-0.59067965
0,0.7637795,-0.27344874,-0.27058917,-0.80802417,-0.5891493
0,0.77165353,-0.28170452,-0.26758543,-0.81027144,-0.5860548
0,0.77952754,-0.26770672,-0.24722412,-0.8144852,-0.5801843
0,0.78740156,-0.13374926,-0.13337004,-0.8186324,-0.5743178
0,0.79527557,-0.123799995,-0.13731885,-0.81581575,-0.5783119
0,0.8031496,-0.24756591,-0.24024662,-0.815612,-0.5785992
0,0.8110236,-0.28391004,-0.25722146,-0.81965387,-0.5728591
0,0.81889766,-0.2858784,-0.25981376,-0.82354057,-0.56725734
0,0.8267717,-0.27109185,-0.25865823,-0.82618904,-0.563393
0,0.8346457,-0.2663278,-0.24973236,-0.8277419,-0.561109
0,0.8425197,-0.26471445,-0.24913804,-0.8283932,-0.560147
0,0.8503937,-0.2671514,-0.25331742,-0.8283827,-0.5601626
0,0.8582677,-0.26857117,-0.2587533,-0.82832074,-0.5602542
0,0.86614174,-0.28288436,-0.2740055,-0.8284326,-0.56008875
0,0.87401575,-0.28985223,-0.2739245,-0.8290801,-0.55912983
0,0.88188976,-0.28245217,-0.26466265,-0.83024204,-0.557403
0,0.8897638,-0.28606668,-0.25744066,-0.8318536,-0.55499506
0,0.8976378,-0.28624284,-0.2559215,-0.8336831,-0.5522432
0,0.9055118,-0.28534764,-0.2566406,-0.8354977,-0.54949397
0,0.9133858,-0.2839182,-0.2559327,-0.8371632,-0.5469532
0,0.9212598,-0.2772215,-0.25192526,-0.8386155,-0.54472387
0,0.92913383,-0.27141404,-0.24633251,-0.8398036,-0.54289037
0,0.93700784,-0.27371636,-0.24316028,-0.84071904,-0.5414716
0,0.9448819,-0.27707884,-0.24995726,-0.8413012,-0.5405667
0,0.9527559,-0.27747276,-0.25601074,-0.8416012,-0.54009944
0,0.96062994,-0.28222966,-0.2626621,-0.8416608,-0.5400066
0,0.96850395,-0.29020175,-0.2695925,-0.8415645,-0.54015666
0,0.97637796,-0.29441142,-0.26764676,-0.8413359,-0.5405126
0,0.984252,-0.29190347,-0.2653668,-0.8410619,-0.54093885
0,0.992126,-0.28863105,-0.27146327,-0.8407784,-0.5413794
0,1.0,-0.28676736,-0.27884045,-0.84049904,-0.541813
1,0.0,-0.30214107,-1.241728,-0.25785714,-0.96618307
1,0.007874016,-0.2940961,-1.2319537,-0.28762215,-0.95774394
1,0.015748031,-0.26107877,-1.2378472,-0.29619238,-0.9551283
1,0.023622047,-0.22370219,-1.2647716,-0.28563666,-0.95833796
1,0.031496063,-0.19400579,-1.2884015,-0.26235357,-0.96497184
1,0.03937008,-0.16230813,-1.3126433,-0.23252985,-0.97258925
1,0.047244094,-0.12541653,-1.3228005,-0.20023261,-0.97974837
1,0.05511811,-0.08371747,-1.3175322,-0.16714634,-0.9859321
1,0.062992126,-0.04947838,-1.3204144,-0.13177675,-0.9912794
1,0.070866145,-0.010876081,-1.328133,-0.09303397,-0.9956629
1,0.07874016,0.032585375,-1.3352754,-0.05135445,-0.9986805
1,0.08661418,0.069394834,-1.3489639,-0.00865646,-0.9999625
1,0.09448819,0.103890985,-1.337345,0.03310321,-0.99945194
1,0.10236221,0.13964964,-1.3138936,0.07224427,-0.997387
1,0.11023622,0.17379469,-1.301958,0.10972395,-0.9939621
1,0.11811024,0.21079499,-1.291263,0.1480456,-0.98898053
1,0.12598425,0.25872934,-1.272191,0.1895225,-0.9818764
1,0.13385826,0.3106128,-1.2483178,0.23483373,-0.9720355
1,0.14173229,0.36014155,-1.228481,0.28447318,-0.958684
1,0.1496063,0.40783554,-1.2011878,0.3357909,-0.94193655
1,0.15748031,0.4508409,-1.175609,0.3857155,-0.9226178
1,0.16535433,0.48694208,-1.1422971,0.4320466,-0.9018513
1,0.17322835,0.5256213,-1.1063924,0.47567847,-0.87961924
1,0.18110237,0.5638253,-1.0741132,0.5177616,-0.85552496
1,0.18897638,0.6017027,-1.0272309,0.55933684,-0.82894045
1,0.19685039,0.6363795,-0.9718364,0.6007798,-0.7994146
1,0.20472442,0.6692146,-0.9152292,0.6419535,-0.76674354
1,0.21259843,0.70197004,-0.85666996,0.682373,-0.7310042
1,0.22047244,0.7363986,-0.8023484,0.72163796,-0.69227064
1,0.22834645,0.78055495,-0.7478845,0.759503,-0.6505038
1,0.23622048,0.81307197,-0.6875272,0.7954203,-0.60605824
1,0.24409449,0.83732516,-0.62596834,0.82870126,-0.5596912
1,0.2519685,0.85875696,-0.5529721,0.85902494,-0.51193374
1,0.25984251,0.8739397,-0.47898695,0.8861578,-0.46338353
1,0.26771653,0.8896811,-0.41386116,0.91043866,-0.4136441
1,0.27559054,0.89981073,-0.3374061,0.9320743,-0.3622671
1,0.28346458,0.910075,-0.25241178,0.951204,-0.30856276
1,0.2913386,0.92405754,-0.17567702,0.96757495,-0.25258416
1,0.2992126,0.93070894,-0.0957685,0.9808929,-0.1945484
1,0.30708662,0.9419455,-0.015722388,0.99090767,-0.13454345
1,0.31496063,0.9493259,0.05570951,0.9971871,-0.074953176
1,0.32283464,0.93791,0.120109275,0.9998454,-0.017583566
1,0.33070865,0.91661805,0.18619277,0.9993526,0.035977904
1,0.33858266,0.8938996,0.24484487,0.9963171,0.085745625
1,0.3464567,0.87941927,0.30521905,0.99099493,0.13389924
1,0.35433072,0.87858856,0.37642223,0.9829418,0.18391693
1,0.36220473,0.8864395,0.44947523,0.9720028,0.23496921
1,0.37007874,0.88098603,0.5061898,0.9588831,0.28380123
1,0.37795275,0.86372024,0.55660844,0.944548,0.32837325
1,0.38582677,0.8435286,0.603938,0.9294947,0.36883557
1,0.39370078,0.82021976,0.6303805,0.914237,0.40517977
1,0.4015748,0.79976016,0.661942,0.89885277,0.4382507
1,0.40944883,0.7833145,0.6918327,0.88353765,0.46836016
1,0.41732284,0.77483416,0.7172444,0.86877733,0.49520296
1,0.42519686,0.7717979,0.74322087,0.85526603,0.5181892
1,0.43307087,0.77978086,0.76019216,0.84435433,0.5357852
1,0.44094488,0.77936083,0.749199,0.83719116,0.54691035
1,0.4488189,0.7720187,0.72700095,0.8345036,0.5510025
1,0.4566929,0.7767422,0.71159524,0.8361002,0.5485768
1,0.46456692,0.7817042,0.68690443,0.84053576,0.54175603
1,0.47244096,0.78970325,0.6697702,0.8464028,0.5325432
1,0.48031497,0.7980876,0.66342425,0.85276955,0.52228737
1,0.48818898,0.80235106,0.63835114,0.85981214,0.51061046
1,0.496063,0.81851894,0.605757,0.8683344,0.4959792
1,0.503937,0.8377855,0.56908,0.8788603,0.4770792
1,0.511811,0.85011345,0.5399695,0.89091235,0.45417532
1,0.51968503,0.85413146,0.51912314,0.9023466,0.43101114
1,0.52755904,0.8545925,0.502635,0.9109967,0.4124137
1,0.53543305,0.8563879,0.49330762,0.9165844,0.39984134
1,0.54330707,0.8519365,0.4834898,0.9207127,0.39024112
1,0.5511811,0.8657896,0.4770651,0.924822,0.38040018
1,0.5590551,0.8891592,0.4581617,0.92983836,0.3679682
1,0.56692916,0.89726454,0.43753505,0.93542796,0.35351744
1,0.5748032,0.9014135,0.42766184,0.9407126,0.33920476
1,0.5826772,0.8975297,0.42033818,0.94476795,0.32773992
1,0.5905512,0.8823282,0.4119398,0.94730127,0.32034403
1,0.5984252,0.87916607,0.41710812,0.9481498,0.31782386
1,0.6062992,0.8872194,0.43493822,0.9474924,0.31977817
1,0.61417323,0.88966405,0.45114052,0.9459849,0.32421064
1,0.62204725,0.8934806,0.46758658,0.94426316,0.3291916
1,0.62992126,0.8963831,0.46631148,0.9426185,0.33387178
1,0.63779527,0.88431317,0.45483577,0.941362,0.33739817
1,0.6456693,0.8645026,0.45086464,0.94061357,0.3394792
1,0.6535433,0.84418905,0.4470815,0.9399755,0.3412419
1,0.6614173,0.83771425,0.45035774,0.93917656,0.34343472
1,0.6692913,0.8458941,0.45470923,0.93809366,0.34638163
1,0.6771653,0.8616769,0.46985066,0.93658537,0.35043952
1,0.68503934,0.8774674,0.49603656,0.9346482,0.3555738
1,0.6929134,0.88522047,0.50698745,0.9325779,0.36096883
1,0.7007874,0.8820161,0.51249653,0.93065816,0.36588988
1,0.70866144,0.87497574,0.51132715,0.92900467,0.37006807
1,0.71653545,0.86188215,0.498531,0.9276596,0.373427
1,0.72440946,0.8436769,0.49434575,0.9267063,0.37578633
1,0.7322835,0.8431864,0.49425492,0.9261695,0.37710747
1,0.7401575,0.85644084,0.49790937,0.9261697,0.37710696
1,0.7480315,0.8644217,0.49912873,0.9266189,0.37600198
1,0.7559055,0.8710851,0.48966286,0.92741656,0.37403017
1,0.7637795,0.87260383,0.4914017,0.92829233,0.3718513
1,0.77165353,0.8693963,0.49423984,0.92897844,0.3701338
1,0.77952754,0.87163836,0.49354607,0.9293798,0.36912483
1,0.78740156,0.8716407,0.49124262,0.9292829,0.3693688
1,0.79527557,0.86643034,0.49804792,0.92877716,0.37063858
1,0.8031496,0.8582974,0.50475353,0.9278517,0.37294942
1,0.8110236,0.86029595,0.5120415,0.926644,0.37593997
1,0.81889766,0.85826916,0.5155646,0.92529577,0.37924635
1,0.8267717,0.853184,0.5130314,0.9238583,0.3827347
1,0.8346457,0.8574637,0.5256704,0.9224574,0.38609892
1,0.8425197,0.855972,0.52988744,0.9210919,0.38934526
1,0.8503937,0.8572548,0.5285261,0.9197855,0.39242145
1,0.8582677,0.858248,0.53531814,0.91861534,0.39515293
1,0.86614174,0.8572411,0.5390127,0.91762537,0.39744645
1,0.87401575,0.8632314,0.535959,0.9169222,0.39906603
1,0.88188976,0.8641357,0.5402419,0.91646326,0.4001189
1,0.8897638,0.85980535,0.5426504,0.91633,0.400424
1,0.8976378,0.85389704,0.53232247,0.91648716,0.4000641
1,0.9055118,0.85359436,0.52110934,0.91698974,0.3989108
1,0.9133858,0.8538222,0.5198268,0.9176783,0.39732423
1,0.9212598,0.8483276,0.5211333,0.91840464,0.39564243
1,0.92913383,0.8501061,0.51689416,0.9189513,0.3943711
1,0.93700784,0.85082096,0.5157992,0.9192007,0.39378926
1,0.9448819,0.854536,0.5291227,0.91912895,0.39395684
1,0.9527559,0.8659654,0.5383051,0.91869193,0.3949748
1,0.96062994,0.8701566,0.54630166,0.91787744,0.3968639
1,0.96850395,0.86941713,0.555665,0.91671467,0.39954254
1,0.97637796,0.8664337,0.55391204,0.9154109,0.40252078
1,0.984252,0.86264026,0.55190927,0.91413635,0.4054069
1,0.992126,0.85947835,0.54985607,0.91306233,0.40782002
1,1.0,0.85791206,0.54883903,0.91223663,0.40966365
2,0.0,0.22810993,-0.76408833,0.3936477,-0.9192614
2,0.007874016,0.23336871,-0.77449536,0.39352044,-0.9193159
2,0.015748031,0.23493947,-0.78943396,0.3926592,-0.91968405
2,0.023622047,0.22483248,-0.78029454,0.39059547,-0.92056245
2,0.031496063,0.21212181,-0.7644728,0.38660276,-0.92224634
2,0.03937008,0.2069775,-0.7754911,0.38054186,-0.9247637
2,0.047244094,0.20298347,-0.78540504,0.37310892,-0.92778754
2,0.05511811,0.19742185,-0.78250724,0.3656294,-0.9307605
2,0.062992126,0.2050835,-0.78821504,0.35943213,-0.9331712
2,0.070866145,0.20829862,-0.7897626,0.35613984,-0.9344327
2,0.07874016,0.20541908,-0.7717213,0.35563773,-0.9346239
2,0.08661418,0.206583,-0.7650155,0.35643095,-0.93432164
2,0.09448819,0.20072624,-0.77840143,0.35634306,-0.9343552
2,0.10236221,0.19024017,-0.77120405,0.35259962,-0.93577427
2,0.11023622,0.17079997,-0.7545406,0.34425506,-0.93887615
2,0.11811024,0.15515001,-0.7505,0.33267793,-0.9430405
2,0.12598425,0.15124774,-0.765863,0.31944206,-0.9476058
2,0.13385826,0.14648691,-0.7975098,0.30527398,-0.95226455
2,0.14173229,0.14336744,-0.82161075,0.29146263,-0.9565822
2,0.1496063,0.14065328,-0.82880914,0.27782318,-0.9606322
2,0.15748031,0.12482412,-0.82118195,0.2632889,-0.96471703
2,0.16535433,0.10724242,-0.81341374,0.24683438,-0.9690577
2,0.17322835,0.09593666,-0.8202199,0.22817369,-0.9736205
2,0.18110237,0.076466,-0.8201416,0.20754907,-0.97822464
2,0.18897638,0.06270867,-0.8108299,0.18593296,-0.9825624
2,0.19685039,0.05399312,-0.80968785,0.16437298,-0.9863983
2,0.20472442,0.039979465,-0.8107088,0.14355162,-0.98964286
2,0.21259843,0.032287613,-0.8173414,0.123960875,-0.9922871
2,0.22047244,0.026557382,-0.82679754,0.10586085,-0.99438095
2,0.22834645,0.023439612,-0.8344375,0.08932616,-0.99600244
2,0.23622048,0.01905,-0.83845764,0.07453319,-0.99721855
2,0.24409449,0.00857186,-0.83681315,0.061425116,-0.99811167
2,0.2519685,0.00635,-0.8348551,0.04999049,-0.9987497
2,0.25984251,0.004136855,-0.8354054,0.04003897,-0.99919814
2,0.26771653,-3.5527137e-15,-0.8319066,0.03169558,-0.9994976
2,0.27559054,3.5527137e-15,-0.8262006,0.02454006,-0.9996988
2,0.28346458,0.0,-0.82780194,0.018373141,-0.9998312
2,0.2913386,-3.5527137e-15,-0.83440965,0.01296293,-0.99991596
2,0.2992126,-0.0047496995,-0.83931094,0.008158312,-0.99996674
2,0.30708662,-0.00635,-0.83579093,0.0035995443,-0.9999935
2,0.31496063,-0.0079503,-0.8257999,-0.0006548798,-0.99999976
2,0.32283464,-0.012154662,-0.8257392,-0.0047123795,-0.9999889
2,0.33070865,-0.0127,-0.8324655,-0.0086747445,-0.9999624
2,0.33858266,-0.014747027,-0.8320016,-0.012579728,-0.99992085
2,0.3464567,-0.01827257,-0.837108,-0.01645766,-0.9998646
2,0.35433072,-0.020787803,-0.8429721,-0.02033087,-0.9997933
2,0.36220473,-0.020712476,-0.84103507,-0.024166554,-0.99970794
2,0.37007874,-0.020665249,-0.84195673,-0.027995143,-0.99960804
2,0.37795275,-0.027007204,-0.8451249,-0.03174513,-0.999496
2,0.38582677,-0.033390354,-0.8381229,-0.03558488,-0.99936664
2,0.39370078,-0.027099624,-0.8304909,-0.039525364,-0.9992186
2,0.4015748,-0.033547744,-0.82380235,-0.04338026,-0.9990586
2,0.40944883,-0.039994523,-0.8170813,-0.047375467,-0.99887717
2,0.41732284,-0.033727806,-0.8191039,-0.051514443,-0.99867225
2,0.42519686,-0.040147137,-0.8207876,-0.05566277,-0.9984496
2,0.43307087,-0.04619402,-0.82174814,-0.05991716,-0.99820334
2,0.44094488,-0.04407884,-0.8164699,-0.06417321,-0.99793875
2,0.4488189,-0.046890374,-0.82201576,-0.06852786,-0.9976492
2,0.4566929,-0.049022343,-0.8277017,-0.072881214,-0.9973406
2,0.46456692,-0.052936163,-0.8320211,-0.07732861,-0.99700564
2,0.47244096,-0.06111138,-0.8326809,-0.08211413,-0.9966229
2,0.48031497,-0.06533264,-0.8322532,-0.087131046,-0.99619687
2,0.48818898,-0.06528605,-0.8314505,-0.09246786,-0.9957157
2,0.496063,-0.06774278,-0.8225909,-0.09820005,-0.9951667
2,0.503937,-0.07031734,-0.82423353,-0.10429711,-0.9945462
2,0.511811,-0.07449753,-0.81843424,-0.11087278,-0.9938346
2,0.51968503,-0.087671086,-0.8241846,-0.11795047,-0.99301946
2,0.52755904,-0.09469664,-0.8323878,-0.12579736,-0.99205595
2,0.53543305,-0.09487547,-0.8350057,-0.1343604,-0.9909325
2,0.54330707,-0.10583969,-0.84097886,-0.14381668,-0.98960435
2,0.5511811,-0.115330316,-0.83939767,-0.15422355,-0.988036
2,0.5590551,-0.12321319,-0.8349633,-0.16579781,-0.98615974
2,0.56692916,-0.13352084,-0.82463765,-0.17861141,-0.9839197
2,0.5748032,-0.13997243,-0.8100365,-0.19292092,-0.9812143
2,0.5826772,-0.15515094,-0.79171836,-0.2090418,-0.9779067
2,0.5905512,-0.1706235,-0.7958242,-0.22693136,-0.97391075
2,0.5984252,-0.18255204,-0.8065629,-0.24637322,-0.96917504
2,0.6062992,-0.20206784,-0.80019164,-0.2666667,-0.9637888
2,0.61417323,-0.21194175,-0.79445547,-0.28732198,-0.95783406
2,0.62204725,-0.21017708,-0.7602346,-0.30755433,-0.9515305
2,0.62992126,-0.21268642,-0.70775735,-0.32636756,-0.94524294
2,0.63779527,-0.223937,-0.6950519,-0.34486565,-0.93865204
2,0.6456693,-0.24420449,-0.71916604,-0.3642851,-0.93128747
2,0.6535433,-0.25928122,-0.736617,-0.38496104,-0.9229328
2,0.6614173,-0.26808134,-0.7205896,-0.4048744,-0.9143723
2,0.6692913,-0.287376,-0.71078914,-0.42518526,-0.90510637
2,0.6771653,-0.3050231,-0.70820886,-0.4480669,-0.89400005
2,0.68503934,-0.30860844,-0.6944444,-0.47109085,-0.88208467
2,0.6929134,-0.31388164,-0.6940576,-0.48998597,-0.8717303
2,0.7007874,-0.31445128,-0.710412,-0.5021592,-0.8647752
2,0.70866144,-0.31436062,-0.71219194,-0.50996184,-0.860197
2,0.71653545,-0.32515478,-0.6907369,-0.5185607,-0.8550408
2,0.72440946,-0.3376615,-0.67555976,-0.531764,-0.8468926
2,0.7322835,-0.34596425,-0.6665918,-0.54777205,-0.8366276
2,0.7401575,-0.35170603,-0.6842215,-0.5613496,-0.8275788
2,0.7480315,-0.3670401,-0.7163217,-0.5689489,-0.82237285
2,0.7559055,-0.34715837,-0.64072764,-0.573648,-0.8191019
2,0.7637795,-0.32083213,-0.5475671,-0.5886457,-0.80839115
2,0.77165353,-0.3414346,-0.55597323,-0.60545003,-0.79588336
2,0.77952754,-0.38215417,-0.6112216,-0.6196418,-0.78488475
2,0.78740156,-0.40755817,-0.6532445,-0.63130796,-0.77553225
2,0.79527557,-0.4065248,-0.6424626,-0.64102274,-0.7675219
2,0.8031496,-0.3926534,-0.6122054,-0.64968836,-0.7602006
2,0.8110236,-0.38852382,-0.59131974,-0.65777594,-0.75321364
2,0.81889766,-0.40654764,-0.5838947,-0.6669694,-0.7450851
2,0.8267717,-0.41846472,-0.57332367,-0.67851347,-0.73458797
2,0.8346457,-0.4314121,-0.5587621,-0.6926878,-0.72123754
2,0.8425197,-0.44591182,-0.5423073,-0.70882446,-0.7053849
2,0.8503937,-0.46115562,-0.5350139,-0.7252616,-0.68847334
2,0.8582677,-0.46586293,-0.5292626,-0.7402454,-0.6723368
2,0.86614174,-0.46290264,-0.5150623,-0.7529354,-0.6580944
2,0.87401575,-0.4589588,-0.5036274,-0.7630552,-0.64633334
2,0.88188976,-0.4533687,-0.49443424,-0.77114046,-0.6366651
2,0.8897638,-0.45573545,-0.48798394,-0.7781246,-0.62811
2,0.8976378,-0.4662186,-0.48182306,-0.78467184,-0.6199114
2,0.9055118,-0.47528896,-0.48015955,-0.7912619,-0.6114774
2,0.9133858,-0.47699454,-0.4779017,-0.79797536,-0.60269004
2,0.9212598,-0.477868,-0.46607515,-0.80456436,-0.59386545
2,0.92913383,-0.47785565,-0.46243423,-0.8103861,-0.58589613
2,0.93700784,-0.47173533,-0.45903534,-0.81524533,-0.57911575
2,0.9448819,-0.4684184,-0.45011353,-0.8190934,-0.57366014
2,0.9527559,-0.47980803,-0.461701,-0.8218808,-0.5696595
2,0.96062994,-0.49061134,-0.47164065,-0.82357174,-0.5672121
2,0.96850395,-0.49165082,-0.47319892,-0.82449573,-0.56586814
2,0.97637796,-0.49387845,-0.4854795,-0.82484967,-0.56535214
2,0.984252,-0.49417627,-0.4870683,-0.8249443,-0.56521404
2,0.992126,-0.4886347,-0.47443783,-0.8249443,-0.56521404
2,1.0,-0.48607278,-0.4663637,-0.8248878,-0.56529653
3,0.0,0.39009723,0.34214088,0.8279325,0.5608278
3,0.007874016,0.38690764,0.3712966,0.8345022,0.5510046
3,0.015748031,0.37969822,0.35971075,0.82904136,0.5591873
3,0.023622047,0.38418633,0.34019473,0.8336807,0.55224675
3,0.031496063,0.39586204,0.34007594,0.83601576,0.5487054
3,0.03937008,0.38662586,0.29832265,0.843512,0.5371103
3,0.047244094,0.37606817,0.2874891,0.85345507,0.52116644
3,0.05511811,0.4060719,0.29380983,0.8572764,0.51485646
3,0.062992126,0.443202,0.3015674,0.86864275,0.495439
3,0.070866145,0.4154625,0.3021655,0.87557614,0.48308018
3,0.07874016,0.3752078,0.28161272,0.8766942,0.48104808
3,0.08661418,0.38756034,0.2676649,0.8792076,0.47643882
3,0.09448819,0.43000904,0.26228124,0.88590556,0.4638657
3,0.10236221,0.45734924,0.25152853,0.89547896,0.4451038
3,0.11023622,0.4577869,0.23529933,0.905608,0.42411566
3,0.11811024,0.4501794,0.21374185,0.9150415,0.40335968
3,0.12598425,0.44415814,0.20264162,0.9233039,0.3840702
3,0.13385826,0.44890398,0.20532165,0.93013835,0.36720935
3,0.14173229,0.451932,0.20071478,0.9355715,0.3531373
3,0.1496063,0.4429851,0.20187385,0.9395776,0.34233603
3,0.15748031,0.43486547,0.1937349,0.9427687,0.33344743
